label,cap-surface,gill-size,gill-color,ring-type,spore-print-color,population
e,f,b,k,e,k,a
e,s,b,h,e,n,a
e,s,b,k,e,k,a
e,f,b,n,e,k,a
e,f,b,k,e,n,a
e,y,b,n,p,n,y
e,f,b,n,p,n,v
e,s,b,k,e,n,a
p,y,n,p,p,n,v
e,s,b,p,e,n,a
p,s,n,k,p,n,s
e,f,b,h,e,k,s
e,s,b,h,e,n,a
p,s,n,w,p,k,v
p,y,n,p,p,k,v
p,y,n,w,p,k,v
p,s,n,k,p,k,s
p,y,n,k,p,k,v
e,y,b,n,p,n,y
e,s,b,n,e,k,s
e,s,b,n,e,n,s
e,f,b,k,e,n,a
e,f,b,h,e,k,s
p,s,n,k,p,k,s
e,f,b,p,e,n,a
e,f,b,n,e,n,s
e,s,b,h,e,k,s
e,s,b,h,e,n,s
e,y,b,w,p,k,n
e,s,b,n,e,n,a
e,f,b,n,e,k,s
e,s,b,n,e,n,s
e,f,b,h,e,k,a
p,y,n,n,p,k,s
e,s,b,h,e,k,s
e,f,b,p,p,k,y
e,s,b,n,e,k,a
e,f,b,n,p,k,v
p,s,n,k,p,n,v
e,s,b,k,e,n,a
e,f,b,u,p,n,v
e,s,b,k,e,k,s
e,s,b,n,e,n,a
e,s,b,p,e,n,a
e,f,b,k,e,k,a
e,s,b,h,e,n,s
e,f,b,n,p,n,y
e,s,b,k,e,n,a
e,s,b,h,e,n,s
e,f,b,p,e,n,s
e,s,b,k,e,n,s
e,s,b,h,e,n,a
e,s,b,p,e,n,s
p,s,n,k,p,n,s
e,f,b,n,e,n,a
e,y,b,k,p,k,n
e,s,b,k,e,n,s
e,f,b,n,p,k,y
e,s,b,n,p,k,s
e,s,b,p,e,k,s
e,f,b,n,p,n,y
p,s,n,n,p,n,s
e,f,b,n,e,k,s
p,y,n,k,p,n,s
e,s,b,k,e,n,a
e,s,b,g,p,k,n
e,s,b,k,e,n,a
e,s,b,k,e,n,a
e,f,b,k,e,k,s
e,f,b,k,e,k,s
e,s,b,n,e,k,a
e,f,b,p,e,n,a
e,s,b,h,e,k,a
e,f,b,n,p,k,y
e,s,b,p,e,n,a
e,f,b,u,p,n,y
e,y,b,n,p,n,n
e,f,b,k,e,k,s
e,s,b,n,e,k,a
e,f,b,h,e,n,a
p,s,n,w,p,k,s
e,f,b,n,p,n,y
e,s,b,n,e,n,s
e,f,b,h,e,k,a
p,y,n,k,p,n,v
e,s,b,p,e,k,s
e,f,b,p,p,n,y
e,y,b,u,p,n,v
e,y,b,p,p,n,v
e,s,b,k,e,n,s
e,s,b,h,e,n,s
e,s,b,p,e,k,a
e,f,b,n,e,k,s
e,f,b,p,e,k,a
e,f,b,n,e,n,a
e,s,b,n,e,k,s
e,f,b,p,e,n,a
e,f,b,k,e,k,a
e,s,b,p,e,n,s
e,f,b,k,e,n,a
e,f,b,n,e,k,a
e,s,b,p,e,n,a
e,f,b,n,p,k,v
e,f,b,n,e,n,a
e,f,b,p,e,k,s
e,s,b,p,e,k,s
e,f,b,h,e,k,s
e,s,b,g,p,k,s
p,y,n,p,p,k,s
e,f,b,k,e,k,s
e,f,b,p,e,k,s
e,s,b,k,e,n,a
p,y,n,n,p,n,v
e,s,b,n,e,k,a
e,s,b,h,e,k,a
e,f,b,h,e,k,a
e,f,b,k,e,n,s
e,f,b,w,p,n,v
e,f,b,p,p,k,v
e,f,b,k,e,n,s
e,f,b,w,p,k,y
e,s,b,h,e,n,s
e,s,b,h,e,k,a
e,s,b,p,e,k,s
e,f,b,k,e,k,s
e,s,b,k,e,n,s
e,s,b,h,e,k,s
e,s,b,p,e,n,s
p,y,n,k,p,n,s
e,s,b,k,e,k,s
e,y,b,p,p,n,y
e,s,b,n,e,n,a
e,s,b,h,e,n,a
p,y,n,p,p,n,s
e,s,b,h,e,k,a
e,s,b,n,e,n,s
e,f,b,k,e,k,s
e,s,b,p,e,k,s
e,s,b,n,e,n,a
e,f,b,n,e,n,a
e,f,b,k,e,n,a
e,f,b,h,e,k,a
e,y,b,g,p,n,s
e,s,b,n,e,k,a
e,s,b,h,e,n,s
e,s,b,k,e,k,a
p,s,n,w,p,n,s
e,s,b,p,e,k,s
e,f,b,n,p,n,v
e,s,b,n,e,k,a
e,s,b,p,e,n,s
e,s,b,h,e,k,s
e,y,b,n,p,k,s
e,s,b,p,e,n,s
e,f,b,p,p,k,v
p,y,n,w,p,k,s
p,s,n,p,p,n,s
e,f,b,u,p,k,y
e,y,b,g,p,k,n
p,y,n,k,p,k,s
e,f,b,p,e,k,a
e,s,b,n,e,n,s
e,f,b,n,p,k,y
e,s,b,h,e,k,a
e,f,b,p,e,k,s
p,y,n,p,p,n,s
p,y,n,w,p,k,v
e,s,b,p,e,k,s
e,f,b,n,p,k,v
e,s,b,k,e,n,s
p,s,n,k,p,n,v
e,f,b,n,e,n,a
p,y,n,p,p,n,v
e,s,b,n,e,k,a
e,f,b,p,e,k,s
e,s,b,n,e,n,a
e,f,b,p,p,n,v
e,s,b,k,e,k,s
e,s,n,n,p,u,v
e,f,b,p,e,n,s
e,y,b,p,p,k,v
e,s,n,p,p,u,v
e,f,b,h,e,k,a
e,s,b,n,e,k,s
e,y,b,u,p,n,y
e,s,b,p,e,k,a
e,f,b,p,e,n,s
e,f,b,h,e,n,a
e,s,b,p,e,k,a
e,f,b,k,e,n,a
p,y,n,p,p,k,s
e,f,b,k,e,n,s
e,s,b,n,e,k,s
e,f,b,p,e,k,s
e,s,b,k,e,k,a
e,y,b,n,p,k,y
p,y,n,n,p,k,v
e,f,b,p,e,k,a
e,s,b,k,e,k,s
e,s,b,h,e,n,s
p,s,n,p,p,n,s
e,s,b,n,e,k,s
e,s,b,p,e,k,s
e,f,b,n,e,k,a
e,f,b,n,e,k,s
e,s,b,h,e,n,s
e,s,b,p,e,n,s
e,f,b,k,e,k,a
e,f,b,p,e,k,s
e,f,b,p,e,n,a
e,f,b,k,e,n,s
e,f,b,p,p,n,y
p,s,n,w,p,k,s
e,f,b,p,p,n,y
e,f,b,h,e,n,a
e,f,b,p,p,k,y
e,f,b,n,e,n,a
e,y,b,g,p,k,s
e,f,n,p,p,u,v
e,f,b,n,e,n,a
e,f,b,h,e,n,a
e,f,b,n,e,n,s
e,y,b,g,p,k,s
e,f,b,h,e,k,s
e,y,b,n,p,n,s
e,s,b,n,e,k,s
e,s,b,k,e,n,a
e,f,b,n,e,n,s
e,s,b,n,e,n,a
e,s,b,n,e,n,s
e,s,b,n,e,k,s
e,y,b,g,p,k,n
p,y,n,n,p,k,s
e,s,b,h,e,n,s
p,s,n,n,p,n,s
e,s,b,h,e,k,s
e,f,b,k,e,n,s
p,s,n,p,p,n,s
e,s,b,p,e,k,a
e,s,b,p,e,k,s
e,f,b,n,e,k,a
e,s,b,h,e,k,a
e,f,b,p,e,k,a
e,y,b,u,p,k,y
p,s,n,k,p,k,s
e,f,b,k,e,k,s
e,y,b,w,p,k,y
e,f,b,k,e,k,a
e,s,b,g,p,k,n
e,s,b,k,e,k,a
e,f,b,n,e,k,a
e,f,b,h,e,n,a
e,y,b,w,p,k,n
e,s,b,p,e,n,a
e,s,b,h,e,k,s
e,f,b,h,e,n,a
e,s,b,p,e,k,s
e,f,b,p,p,n,v
e,y,b,g,p,n,n
p,y,n,p,p,k,s
p,s,n,k,p,k,v
e,s,b,n,e,n,a
e,f,b,k,e,k,a
e,s,b,n,e,n,s
e,s,b,g,p,k,s
e,s,b,k,e,k,a
e,s,b,k,e,k,s
p,y,n,p,p,k,v
e,f,b,n,e,k,a
p,y,n,n,p,k,s
e,f,b,n,e,k,a
e,f,b,p,p,k,v
p,s,n,w,p,n,v
e,s,b,h,e,k,s
p,s,n,w,p,n,v
e,f,b,p,p,n,v
e,f,b,p,e,n,s
e,f,b,h,e,k,s
e,s,b,p,e,n,a
e,f,b,n,e,n,s
e,f,b,p,e,k,s
e,f,b,n,e,n,a
e,f,b,k,e,n,a
e,s,b,p,e,k,a
e,s,b,p,e,k,s
e,y,b,w,p,n,s
e,y,b,n,p,k,y
e,f,b,k,e,n,s
e,f,b,p,e,k,s
e,s,b,k,e,k,a
e,s,b,n,e,n,s
e,f,b,p,p,n,y
e,s,b,k,e,n,s
e,f,b,k,e,k,a
e,f,n,p,p,k,y
p,s,n,p,p,k,s
e,s,b,n,e,n,a
e,f,b,k,e,n,a
e,s,b,h,e,n,s
e,f,b,h,e,n,s
e,s,b,h,e,k,s
e,f,b,n,e,k,a
e,s,b,p,e,n,s
e,s,b,n,e,k,a
e,f,b,n,p,k,v
p,y,n,k,p,n,v
e,f,b,h,e,n,s
e,f,b,n,p,n,v
p,s,n,k,p,n,s
p,s,n,k,p,k,v
p,s,n,n,p,k,s
e,f,b,h,e,n,a
e,s,b,h,e,n,s
e,s,b,h,e,k,a
e,s,b,k,e,k,a
p,s,n,n,p,k,v
e,s,b,p,e,n,a
e,s,b,k,e,k,a
e,s,b,h,e,n,s
e,f,b,w,p,k,v
e,f,b,n,p,n,v
e,f,b,n,e,n,s
e,f,b,k,e,k,a
e,s,b,n,p,n,n
e,s,b,n,e,n,a
e,s,b,h,e,n,s
e,f,b,n,e,n,s
e,f,b,p,e,n,a
e,s,b,n,e,n,s
e,s,b,h,e,k,s
e,s,b,h,e,n,s
e,s,b,p,e,k,s
e,s,b,p,e,n,s
e,s,b,n,e,k,a
e,f,b,h,e,k,s
e,f,b,h,e,k,s
e,f,b,p,e,k,a
e,y,b,g,p,k,n
e,s,b,n,p,k,n
e,s,b,p,e,k,a
p,y,n,k,p,k,s
e,f,b,k,e,n,s
p,s,n,w,p,k,s
e,y,b,n,p,n,v
p,s,n,w,p,k,v
e,y,b,g,p,n,s
e,y,b,n,p,n,n
e,y,b,n,p,n,y
e,s,b,n,e,n,s
e,s,b,p,e,k,a
e,s,b,n,e,k,a
e,s,b,n,e,k,a
e,s,b,n,e,k,s
e,s,b,n,p,n,n
e,s,b,p,e,k,s
e,s,b,w,p,k,s
e,s,b,p,e,k,s
e,s,b,h,e,k,s
e,s,b,n,e,n,s
e,f,b,h,e,n,s
e,y,b,p,p,n,y
e,f,b,n,p,k,y
e,y,b,n,p,n,y
e,f,b,w,p,k,y
e,f,b,p,e,n,a
e,s,b,h,e,k,s
e,s,b,n,e,n,a
e,f,b,n,e,n,a
e,s,b,k,e,n,a
e,f,b,w,p,k,y
e,s,b,k,e,n,s
e,f,b,n,p,k,y
e,f,b,p,e,k,s
e,f,b,n,e,k,s
p,y,n,n,p,n,v
e,f,b,n,p,k,v
e,f,b,p,e,k,a
e,f,b,h,e,k,s
e,f,b,w,p,n,v
e,s,b,h,e,n,a
e,f,b,p,e,n,a
e,f,b,u,p,k,y
e,y,b,w,p,k,n
e,y,b,k,p,n,n
e,s,b,p,e,n,s
e,s,b,k,e,k,a
e,s,b,n,e,k,s
e,s,b,p,e,k,a
e,f,b,h,e,n,a
e,s,b,n,e,n,s
e,y,b,g,p,n,n
p,y,n,k,p,k,v
e,s,b,k,e,k,a
e,y,b,n,p,k,s
e,s,b,n,e,n,a
e,s,b,k,e,n,a
p,s,n,n,p,k,v
e,s,b,n,e,k,a
e,f,b,p,e,n,s
p,s,n,n,p,k,v
e,f,b,p,e,n,a
e,s,b,p,e,k,a
e,s,b,p,e,k,s
e,s,b,p,e,n,s
e,y,b,w,p,n,y
p,s,n,w,p,n,s
e,f,b,p,e,n,a
e,f,n,p,p,k,y
e,f,b,k,e,n,s
e,f,b,h,e,n,s
p,y,n,n,p,n,s
e,f,b,h,e,k,s
e,f,b,k,e,n,s
e,f,b,n,e,k,s
e,f,b,p,p,n,v
e,s,b,n,e,k,a
e,f,b,k,e,k,s
e,f,b,h,e,n,s
e,f,b,n,p,k,y
e,s,b,p,e,n,s
p,s,n,n,p,n,s
e,s,b,n,e,n,a
e,s,b,k,e,n,s
e,f,b,p,p,k,v
e,y,b,p,p,n,y
e,s,b,k,e,k,a
e,f,b,k,e,k,a
e,y,b,k,p,n,s
e,f,b,p,p,k,y
p,s,n,n,p,n,s
e,s,b,p,e,k,a
e,f,n,n,p,n,v
e,s,b,p,e,k,s
p,s,n,w,p,k,s
e,s,b,k,p,n,s
e,f,b,h,e,k,a
p,y,n,n,p,k,s
e,s,b,h,e,k,a
e,s,b,n,e,k,s
p,s,n,n,p,n,v
e,f,b,h,e,n,a
e,f,b,p,e,n,s
e,f,b,p,e,n,a
e,f,b,p,e,n,s
e,s,b,p,e,n,a
p,y,n,k,p,k,v
e,s,b,p,e,k,a
e,y,b,w,p,n,v
e,f,b,h,e,n,a
e,f,b,u,p,k,v
e,y,b,p,p,n,v
e,y,b,p,p,k,v
e,s,b,h,e,n,s
e,f,b,u,p,n,y
e,y,b,p,p,k,y
e,f,b,p,e,n,s
p,s,n,n,p,n,s
e,f,b,n,p,k,v
p,s,n,n,p,k,v
e,s,b,n,p,n,s
e,s,b,h,e,k,a
e,y,b,g,p,n,s
p,f,b,h,l,h,y
e,s,b,k,e,n,a
e,s,b,p,e,n,s
e,f,b,p,p,k,v
e,s,b,h,e,k,s
e,f,b,h,e,k,s
p,s,n,p,p,k,v
e,y,b,k,p,n,n
e,f,b,n,e,k,s
e,f,b,n,e,k,s
e,y,b,w,p,n,y
e,s,b,n,e,n,a
e,f,b,u,p,k,v
e,f,b,u,p,n,v
e,f,b,w,p,n,v
e,y,b,p,p,k,y
e,s,b,n,e,k,s
e,f,b,h,e,k,a
e,f,b,p,e,n,a
p,y,n,k,p,n,s
e,f,b,p,e,k,s
e,s,b,h,e,n,a
e,y,b,w,p,n,v
e,f,b,p,p,k,v
e,s,b,h,e,n,a
e,f,b,w,p,n,v
e,f,b,p,p,k,v
e,f,b,n,p,n,y
e,f,n,w,p,n,v
p,s,n,w,p,n,v
e,f,b,u,p,n,y
e,y,b,w,p,k,v
e,f,b,h,e,k,a
e,f,b,w,p,n,y
e,s,b,n,e,n,s
e,y,b,u,p,n,v
e,s,b,p,e,k,a
e,s,b,n,e,k,a
e,s,b,n,e,k,s
e,s,b,n,e,k,s
e,f,b,n,p,n,y
e,f,b,n,e,k,a
e,f,b,k,e,k,a
e,y,b,w,p,n,v
e,f,b,p,p,n,y
e,f,b,p,p,k,y
e,s,b,h,e,n,s
e,s,b,n,e,k,a
e,s,b,h,e,k,a
e,f,b,k,e,n,a
e,f,b,u,p,n,v
e,f,b,w,p,k,v
e,f,n,p,p,n,v
e,f,b,k,e,k,a
e,f,b,n,p,k,v
e,f,b,w,p,n,v
e,s,b,k,e,n,a
e,s,b,h,e,n,a
e,f,b,n,e,n,a
e,s,b,h,e,n,a
e,y,b,w,p,n,v
e,f,b,u,p,n,y
e,s,b,p,e,n,s
e,f,b,n,p,k,y
e,s,b,h,e,n,a
e,s,b,h,e,k,s
e,f,b,k,e,n,a
e,f,b,w,p,n,v
e,s,b,h,e,k,a
e,s,b,n,e,n,s
e,y,b,p,p,k,v
e,y,b,u,p,k,v
e,y,b,n,p,k,v
e,f,b,h,e,k,s
e,f,b,p,e,n,a
e,y,b,p,p,n,y
e,f,b,p,p,k,v
e,f,b,u,p,k,y
e,f,b,p,e,n,a
e,f,b,n,e,k,s
e,y,b,w,p,n,v
e,f,b,w,p,k,v
e,f,b,p,e,k,a
e,s,b,h,e,k,s
e,s,b,p,e,k,s
e,s,b,k,p,n,s
e,f,b,w,p,n,v
e,f,b,k,e,k,a
e,s,n,n,p,u,v
e,f,b,h,e,n,a
e,s,b,h,e,k,a
e,s,b,k,e,k,s
e,f,b,n,p,k,v
e,f,b,n,p,k,v
e,s,b,n,e,n,s
p,s,n,k,p,n,v
e,f,b,p,e,n,s
e,y,b,n,p,n,v
e,f,b,p,e,n,a
e,f,b,w,p,n,v
e,y,b,u,p,n,v
e,f,b,p,p,k,v
p,s,n,p,p,k,v
e,f,b,k,e,k,s
e,y,b,w,p,n,v
e,f,b,p,p,n,y
p,y,n,w,p,n,s
e,f,b,u,p,k,y
e,f,b,h,e,k,s
e,f,b,k,e,n,s
e,s,b,h,e,n,a
e,s,b,p,e,k,s
e,y,b,w,p,n,v
e,s,b,k,e,k,s
e,f,b,n,p,n,v
e,s,b,h,e,k,s
e,f,b,k,e,k,a
e,f,b,h,e,n,s
e,s,b,k,e,n,s
p,y,n,n,p,n,s
e,f,b,n,p,n,v
e,f,b,u,p,n,y
e,f,b,p,e,n,a
e,f,b,p,e,n,s
e,f,b,h,e,k,s
e,y,b,u,p,n,v
e,f,b,n,p,k,y
e,s,b,n,e,n,a
p,y,n,n,p,n,s
e,f,b,w,p,n,v
p,y,n,w,p,n,v
e,f,b,p,p,n,v
e,s,b,h,e,n,a
e,f,b,p,p,n,y
e,f,b,h,e,k,a
e,f,b,w,p,n,y
e,f,b,p,e,k,a
e,s,b,k,e,k,a
e,s,b,k,e,k,s
e,f,b,w,p,n,v
e,y,b,u,p,n,v
e,s,b,k,e,k,a
e,f,b,w,p,k,y
p,y,n,w,p,n,v
p,s,n,p,p,k,s
e,f,b,h,e,n,s
e,f,b,n,e,k,a
e,s,b,k,e,n,a
e,f,b,n,e,k,s
e,f,b,u,p,k,v
e,f,b,k,e,k,a
e,s,b,p,e,n,a
e,f,b,h,e,k,s
e,s,n,n,p,n,v
e,f,n,n,p,n,v
e,f,b,p,e,n,a
e,f,b,u,p,n,y
e,y,b,n,p,k,y
e,f,b,u,p,n,y
e,f,b,k,e,k,s
e,f,b,u,p,n,y
e,f,b,n,p,k,v
e,f,b,p,e,k,a
e,s,b,h,e,k,a
e,s,b,h,e,n,s
e,f,b,w,p,k,y
e,y,b,p,p,k,y
e,y,b,u,p,k,v
e,s,b,p,e,n,a
e,f,b,p,e,n,a
e,s,b,n,e,k,a
e,y,b,w,p,k,y
e,f,b,w,p,n,y
e,f,b,n,p,k,y
e,f,b,k,e,n,s
e,s,b,n,e,n,s
e,f,b,n,e,k,s
e,y,b,p,p,n,s
e,f,b,u,p,n,v
e,f,b,h,e,k,s
e,y,b,p,p,k,v
e,f,b,n,p,n,y
e,f,b,k,e,n,a
e,y,b,k,p,k,s
e,s,b,p,e,n,a
e,f,b,u,p,n,v
e,f,b,k,e,k,s
e,f,b,u,p,n,v
e,f,b,p,e,n,a
e,s,b,n,p,k,n
e,s,b,n,e,n,s
p,y,n,n,p,n,v
e,f,b,p,e,n,s
e,y,b,u,p,k,v
e,y,b,p,p,n,v
p,s,n,n,p,k,v
e,s,b,p,e,n,a
e,f,b,n,p,k,y
e,f,b,n,p,k,y
e,f,b,w,p,n,y
p,s,n,p,p,n,v
e,s,b,k,p,k,n
e,f,b,n,p,n,v
e,y,b,w,p,n,y
e,s,b,n,e,n,s
e,y,b,u,p,n,y
e,f,b,k,e,n,s
e,s,b,p,e,n,s
e,f,b,n,p,n,v
e,f,b,u,p,n,v
e,f,b,n,e,k,s
e,f,b,h,e,n,s
e,f,b,p,p,k,y
e,f,b,n,p,n,y
p,y,n,p,p,k,s
e,y,b,p,p,k,v
e,s,b,k,e,n,a
e,s,b,h,e,n,s
e,f,b,k,e,k,s
e,y,b,p,p,k,y
e,f,b,n,p,n,v
e,f,b,p,e,k,s
p,s,n,n,p,k,s
e,s,b,k,e,n,a
e,f,b,p,p,n,v
e,f,b,p,p,n,y
e,f,b,w,p,n,y
e,f,b,u,p,k,y
e,y,b,u,p,k,y
e,f,b,w,p,k,v
e,f,b,p,p,k,v
e,f,b,w,p,k,v
p,s,n,w,p,n,v
e,y,b,p,p,k,v
e,f,b,p,p,n,y
e,y,b,w,p,k,y
e,y,b,n,p,k,v
e,f,b,p,p,n,y
e,y,b,n,p,n,y
e,f,b,p,p,k,v
e,f,b,u,p,k,v
e,y,b,w,p,k,v
e,y,b,u,p,n,v
e,f,b,p,p,n,y
e,y,b,n,p,k,v
p,f,b,p,l,h,y
p,s,n,p,p,k,s
e,f,b,n,p,k,v
e,f,b,h,e,n,s
e,y,b,u,p,n,v
e,f,b,n,p,n,y
e,y,b,u,p,n,y
e,f,b,w,p,k,v
e,y,b,u,p,k,v
e,y,b,p,p,n,y
e,y,b,n,p,k,y
e,y,b,p,p,n,v
e,y,b,n,p,k,v
e,y,b,n,p,n,v
p,s,n,n,p,n,v
e,f,b,u,p,n,y
p,s,n,w,p,k,s
e,f,b,u,p,k,y
e,f,b,p,p,k,y
e,y,b,u,p,n,v
e,f,b,p,p,n,v
e,f,b,n,p,n,y
e,f,b,p,p,n,v
e,y,b,n,p,n,y
e,f,b,u,p,n,v
e,f,b,u,p,k,v
e,f,b,u,p,k,y
e,f,b,p,p,n,y
e,f,b,p,p,k,v
e,y,b,u,p,k,y
e,f,b,u,p,n,y
e,y,b,w,p,n,y
e,y,b,n,p,k,y
e,y,b,p,p,n,v
e,y,b,p,p,k,v
e,f,b,n,p,n,v
e,y,b,n,p,k,v
e,y,b,n,p,n,y
e,f,b,w,p,k,y
e,y,b,p,p,n,v
p,f,b,p,l,h,y
e,y,b,u,p,k,y
e,y,b,u,p,n,v
e,f,b,p,p,n,y
e,y,b,w,p,k,v
e,y,b,p,p,k,y
e,f,b,p,p,k,y
e,f,b,n,p,k,y
e,f,b,w,p,k,v
e,f,b,u,p,k,v
e,f,b,w,p,k,y
e,y,b,u,p,k,y
e,f,b,n,p,k,v
e,f,b,u,p,k,y
e,f,b,n,p,n,v
e,s,b,p,e,n,a
e,f,b,w,p,n,y
e,f,b,w,p,k,v
e,f,b,p,p,k,y
e,y,b,u,p,k,v
e,f,b,w,p,k,y
e,y,b,w,p,k,y
e,y,b,w,p,n,v
p,s,n,g,p,n,s
e,y,b,p,p,n,y
e,f,b,n,p,k,v
e,y,b,p,p,k,y
e,f,b,p,p,n,v
e,y,b,w,p,n,v
e,f,b,w,p,n,y
e,f,b,p,p,n,v
e,y,b,n,p,k,v
e,y,b,w,p,k,v
e,f,b,w,p,n,v
e,y,b,n,p,n,v
e,y,b,u,p,n,v
e,f,b,w,p,n,y
e,f,b,p,p,k,v
e,f,b,n,p,n,y
e,f,b,k,e,n,s
e,y,b,p,p,k,y
e,f,b,p,p,k,v
e,y,b,p,p,n,v
e,f,b,w,p,k,v
e,f,b,p,p,n,y
e,y,b,p,p,k,v
e,y,b,p,p,k,y
e,y,b,p,p,n,y
e,f,b,p,p,k,y
e,y,b,w,p,n,y
e,y,b,u,p,k,y
e,f,b,n,p,n,y
e,y,b,n,p,k,v
e,y,b,p,p,n,v
e,f,b,n,e,n,a
e,f,b,u,p,n,y
e,f,b,n,p,k,y
e,y,b,u,p,n,y
e,f,b,w,p,k,y
e,f,b,h,e,n,s
e,f,b,p,p,n,v
e,y,b,w,p,k,v
e,f,b,p,p,k,y
e,y,b,u,p,n,y
e,f,b,w,p,n,v
e,y,b,n,p,n,v
e,f,b,w,p,k,y
e,f,b,n,p,k,y
e,y,b,w,p,n,y
e,y,b,w,p,k,y
e,y,b,n,p,k,y
e,s,b,h,e,k,a
e,y,b,p,p,k,y
e,f,b,p,p,n,v
e,f,b,n,p,n,v
e,f,b,n,e,k,s
e,f,b,n,p,k,v
e,f,b,n,p,k,v
e,y,b,u,p,n,y
e,f,b,w,p,n,y
e,f,b,n,p,n,v
e,f,b,w,p,n,v
e,f,b,p,p,k,y
e,y,b,u,p,n,y
e,f,b,p,p,n,v
e,f,b,n,p,k,y
e,y,b,p,p,k,y
p,s,n,n,p,k,v
e,y,b,w,p,k,y
e,f,b,p,p,n,y
p,s,n,p,p,k,s
e,y,b,u,p,k,y
e,y,b,n,p,k,v
e,y,b,p,p,k,v
e,f,b,p,p,n,y
e,y,b,p,p,n,v
e,f,b,p,e,n,s
e,y,b,p,p,n,v
e,y,b,u,p,k,v
e,f,b,w,p,n,v
e,f,b,w,p,k,y
e,y,b,w,p,k,v
e,y,b,n,p,n,y
e,y,b,p,p,n,v
e,f,b,p,p,k,v
e,y,b,n,p,k,y
e,f,b,n,p,k,v
e,f,b,p,p,n,y
e,y,b,u,p,n,v
e,f,b,w,p,k,y
e,y,b,p,p,k,v
e,y,b,w,p,k,y
e,y,b,p,p,k,y
e,f,b,n,p,n,v
e,y,b,w,p,k,v
e,y,b,p,p,k,y
e,f,b,w,p,k,y
e,f,b,u,p,n,y
e,f,b,u,p,k,v
e,y,b,u,p,n,v
e,f,b,w,p,k,v
e,y,b,w,p,k,y
e,y,b,w,p,k,v
e,f,b,n,p,k,y
e,y,b,u,p,n,y
e,y,b,u,p,n,y
e,f,b,w,p,n,v
e,f,b,p,p,n,v
e,f,b,u,p,n,v
e,f,b,w,p,n,y
e,y,b,u,p,n,v
e,y,b,u,p,k,y
e,f,b,w,p,n,v
e,y,b,u,p,k,v
e,f,b,h,e,n,s
e,y,b,w,p,n,y
e,s,b,n,e,n,s
e,f,b,u,p,n,y
e,y,b,w,p,k,y
p,y,n,w,p,n,s
e,y,b,n,p,k,v
e,f,b,w,p,k,y
e,f,b,w,p,n,y
e,f,b,n,p,k,v
e,y,b,p,p,n,y
e,f,b,p,p,k,y
e,y,b,u,p,k,y
e,y,b,n,p,k,y
e,f,b,w,p,k,v
e,f,b,p,p,k,y
e,f,b,n,p,k,v
e,s,b,k,e,n,a
e,y,b,n,p,k,v
e,f,b,w,p,k,y
e,f,b,w,p,k,y
e,f,b,n,p,k,y
e,f,b,u,p,n,v
e,y,b,p,p,n,y
p,s,n,w,p,n,v
e,f,b,w,p,k,v
e,s,b,k,e,k,s
e,s,b,p,e,n,s
e,f,b,n,p,k,y
e,y,b,n,p,k,v
e,f,b,u,p,k,y
e,f,b,w,p,n,v
p,f,b,h,l,h,y
e,y,b,w,p,k,y
e,f,b,h,e,k,a
p,s,n,n,p,n,v
e,y,b,p,p,n,y
e,f,b,n,p,n,v
e,f,b,p,p,k,y
e,y,b,u,p,k,v
e,f,b,u,p,n,v
e,f,b,u,p,k,y
e,f,b,u,p,k,v
e,f,b,n,p,n,y
e,y,b,u,p,n,y
e,f,b,n,p,k,y
e,f,b,n,p,k,v
e,f,b,p,p,k,v
e,y,b,p,p,k,v
e,y,b,w,p,n,v
e,y,b,w,p,n,y
e,f,b,w,p,n,y
e,y,b,w,p,k,y
e,f,b,n,p,n,y
e,f,b,p,p,k,v
e,f,b,p,p,n,v
e,f,b,u,p,n,v
e,y,b,p,p,k,y
e,y,b,u,p,k,y
e,y,b,p,p,k,y
e,f,b,p,p,k,v
e,f,b,u,p,n,y
e,f,b,n,p,n,y
e,f,b,u,p,n,y
e,f,b,p,p,n,v
e,f,b,u,p,n,y
e,f,b,w,p,k,y
e,f,b,w,p,k,y
e,y,b,n,p,k,y
e,f,b,w,p,n,y
e,f,b,n,p,n,y
e,f,b,p,p,k,v
e,f,b,u,p,n,y
e,f,b,u,p,n,v
e,y,b,p,p,k,y
e,y,b,u,p,k,v
e,y,b,u,p,n,y
e,y,b,w,p,k,y
e,f,b,n,p,k,y
p,f,b,h,l,h,y
e,y,b,u,p,k,v
e,f,b,w,p,k,v
e,f,b,p,p,n,y
e,f,b,p,p,k,v
e,f,b,p,p,n,y
e,y,b,w,p,n,y
e,f,b,k,e,n,a
e,y,b,n,p,k,y
e,f,b,p,p,k,v
e,y,b,n,p,n,y
e,f,b,p,p,n,v
e,f,b,p,p,k,y
e,y,b,w,p,n,v
e,f,b,w,p,k,v
e,y,b,n,p,k,y
e,y,b,u,p,k,v
e,f,b,u,p,n,y
e,f,b,p,p,k,v
e,f,b,p,p,n,v
e,y,b,p,p,k,v
e,f,b,u,p,k,y
e,y,b,w,p,k,v
e,f,b,p,p,k,v
e,f,b,p,p,n,v
e,y,b,w,p,n,v
e,y,b,p,p,n,y
e,y,b,n,p,n,v
e,y,b,w,p,k,v
e,y,b,u,p,k,y
p,y,n,k,p,k,s
e,s,b,n,e,n,s
e,f,b,u,p,k,v
p,s,n,u,p,n,s
e,y,b,w,p,k,y
e,f,b,p,p,k,v
e,y,b,p,p,n,y
